"","Virus.name","Lineage","Accession.ID","Collection.date","Location","Host","Passage","Specimen","Additional.host.information","Sequencing.technology","Assembly.method","Sequence.Length","Comment","Comment.type","Submission.date","FU","TAT","Year","Month","MMWR.MMWRyear","MMWR.MMWRweek","MMWR.MMWRday","epi_year","epi_week","EW","Virus"
"90","hzikav/brazil/go-fiocruz-38/2017","asian","epi_isl_18003018",2017-11-23,"south america / brazil / goias / aparecida de goiania","human","original","serum",NA,"unknown",NA,10100,"stretches of nnns (17.36% of overall sequence).","warn",2021-11-09,"goias",1447,2017,11,2017,  47,   5,2017,47,201747,"Zika"
"91","hzikav/brazil/go-fiocruz-39/2017","asian","epi_isl_18003019",2017-12-07,"south america / brazil / goias / aparecida de goiania","human","original","urine",NA,"unknown",NA,10093,"stretches of nnns (12.24% of overall sequence).","warn",2021-11-09,"goias",1433,2017,12,2017,  49,   5,2017,49,201749,"Zika"
"92","hzikav/brazil/go-fiocruz-50/2017","asian","epi_isl_18003020",2017-01-02,"south america / brazil / goias / goiania","human","original","serum",NA,"unknown",NA,10388,"stretches of nnns (14.75% of overall sequence).","warn",2021-11-09,"goias",1772,2017, 1,2017,   1,   2,2017, 1,201701,"Zika"
"93","hzikav/brazil/go-fiocruz-52/2017","asian","epi_isl_18003021",2017-01-20,"south america / brazil / goias / goiania","human","original","serum",NA,"unknown",NA,10089,"stretches of nnns (8.49% of overall sequence).","warn",2021-11-09,"goias",1754,2017, 1,2017,   3,   6,2017, 3,201703,"Zika"
"94","hzikav/brazil/go-fiocruz-53/2017","asian","epi_isl_18003022",2017-02-23,"south america / brazil / goias / goiania","human","original","urine",NA,"unknown",NA,10385,"stretches of nnns (21.20% of overall sequence). 2k without blast coverage. ns4a without blast coverage.","warn",2021-11-09,"goias",1720,2017, 2,2017,   8,   5,2017, 8,201708,"Zika"
"95","hzikav/brazil/go-fiocruz-19/2016","asian","epi_isl_18003023",2016-07-20,"south america / brazil / goias / goianira","human","original","urine",NA,"unknown",NA,10381,"stretches of nnns (22.85% of overall sequence).","warn",2021-11-09,"goias",1938,2016, 7,2016,  29,   4,2016,29,201629,"Zika"
"96","hzikav/brazil/go-fiocruz-56/2018","asian","epi_isl_18003024",2018-04-18,"south america / brazil / goias / aparecida de goiania","human","original","urine",NA,"unknown",NA,10385,"stretches of nnns (9.28% of overall sequence).","warn",2021-11-09,"goias",1301,2018, 4,2018,  16,   4,2018,16,201816,"Zika"
"97","hzikav/brazil/go-fiocruz-54/2017","asian","epi_isl_18003025",2017-03-08,"south america / brazil / goias / goiania","human","original","urine",NA,"unknown",NA,10385,NA,NA,2021-11-09,"goias",1707,2017, 3,2017,  10,   4,2017,10,201710,"Zika"
"98","hzikav/brazil/go-fiocruz-57/2018","asian","epi_isl_18003026",2018-01-26,"south america / brazil / goias / aparecida de goiania","human","original","serum",NA,"unknown",NA, 8302,"long stretches of nnns (26.93% of overall sequence). 2k without blast coverage. ns4a without blast coverage. partial ns5 gene sequence is reported.","alert",2021-11-09,"goias",1383,2018, 1,2018,   4,   6,2018, 4,201804,"Zika"
"99","hzikav/brazil/go-fiocruz-59/2018","asian","epi_isl_18003027",2018-03-26,"south america / brazil / goias / goiatuba","human","original","serum",NA,"unknown",NA,10097,"stretches of nnns (9.50% of overall sequence).","warn",2021-11-09,"goias",1324,2018, 3,2018,  13,   2,2018,13,201813,"Zika"
"100","hzikav/brazil/go-fiocruz-58/2018","asian","epi_isl_18003028",2018-03-23,"south america / brazil / goias / goiatuba","human","original","serum",NA,"unknown",NA,10385,"stretches of nnns (8.81% of overall sequence).","warn",2021-11-09,"goias",1327,2018, 3,2018,  12,   6,2018,12,201812,"Zika"
"101","hzikav/brazil/go-fiocruz-70/2017","asian","epi_isl_18003029",2017-03-17,"south america / brazil / goias / goiania","human","original","serum",NA,"unknown",NA,10385,"stretches of nnns (21.47% of overall sequence). 2k without blast coverage. ns4a without blast coverage.","warn",2021-11-09,"goias",1698,2017, 3,2017,  11,   6,2017,11,201711,"Zika"
"102","hzikav/brazil/am-fiocruz-88/2017","asian","epi_isl_18003030",2017-03-28,"south america / brazil / amazonas / manaus","human","original","urine",NA,"unknown",NA,10338,"stretches of nnns (12.81% of overall sequence).","warn",2018-11-26,"amazonas", 608,2017, 3,2017,  13,   3,2017,13,201713,"Zika"
"103","hzikav/brazil/go-fiocruz-30/2016","asian","epi_isl_18003031",2016-02-22,"south america / brazil / goias / goiania","human","original","serum",NA,"unknown",NA,10098,"stretches of nnns (19.15% of overall sequence).","warn",2021-11-09,"goias",2087,2016, 2,2016,   8,   2,2016, 8,201608,"Zika"
"104","hzikav/brazil/am-fiocruz-85/2017","asian","epi_isl_18003032",2017-03-27,"south america / brazil / amazonas / manaus","human","original","plasma",NA,"unknown",NA, 8821,"stretches of nnns (14.50% of overall sequence). partial ns5 gene sequence is reported.","warn",2018-11-26,"amazonas", 609,2017, 3,2017,  13,   2,2017,13,201713,"Zika"
"105","hzikav/brazil/am-fiocruz-89/2017","asian","epi_isl_18003033",2017-03-28,"south america / brazil / amazonas / manaus","human","original","urine",NA,"unknown",NA,10338,"stretches of nnns (12.38% of overall sequence).","warn",2018-11-26,"amazonas", 608,2017, 3,2017,  13,   3,2017,13,201713,"Zika"
"106","hzikav/brazil/am-fiocruz-90/2017","asian","epi_isl_18003034",2017-03-29,"south america / brazil / amazonas / manaus","human","original","urine",NA,"unknown",NA,10338,"stretches of nnns (15.24% of overall sequence).","warn",2018-11-26,"amazonas", 607,2017, 3,2017,  13,   4,2017,13,201713,"Zika"
"107","hzikav/brazil/am-fiocruz-91/2017","asian","epi_isl_18003035",2017-04-07,"south america / brazil / amazonas / manaus","human","original","urine",NA,"unknown",NA, 9959,"stretches of nnns (10.99% of overall sequence).","warn",2018-11-26,"amazonas", 598,2017, 4,2017,  14,   6,2017,14,201714,"Zika"
"108","hzikav/brazil/go-fiocruz-18/2016","asian","epi_isl_18003036",2016-06-02,"south america / brazil / goias / aparecida de goiania","human","original","serum",NA,"unknown",NA,10375,"stretches of nnns (19.60% of overall sequence).","warn",2021-11-09,"goias",1986,2016, 6,2016,  22,   5,2016,22,201622,"Zika"
"109","hzikav/brazil/go-fiocruz-43/2017","asian","epi_isl_18003037",2017-06-30,"south america / brazil / goias / aparecida de goiania","human","original","serum",NA,"unknown",NA,10386,NA,NA,2021-11-09,"goias",1593,2017, 6,2017,  26,   6,2017,26,201726,"Zika"
"110","hzikav/brazil/am-fiocruz-71/2017","asian","epi_isl_18003038",2017-03-20,"south america / brazil / amazonas / manaus","human","original","urine",NA,"unknown",NA, 8821,"long stretches of nnns (42.36% of overall sequence). partial ns5 gene sequence is reported.","alert",2018-11-26,"amazonas", 616,2017, 3,2017,  12,   2,2017,12,201712,"Zika"
"111","hzikav/brazil/go-fiocruz-15/2016","asian","epi_isl_18003039",2016-05-01,"south america / brazil / goias / goiania","human","original","urine",NA,"unknown",NA,10388,NA,NA,2021-11-09,"goias",2018,2016, 5,2016,  18,   1,2016,18,201618,"Zika"
"112","hzikav/brazil/go-fiocruz-10/2016","asian","epi_isl_18003040",2016-04-20,"south america / brazil / goias / goiania","human","original","serum",NA,"unknown",NA,10385,"stretches of nnns (11.57% of overall sequence).","warn",2021-11-09,"goias",2029,2016, 4,2016,  16,   4,2016,16,201616,"Zika"
"113","hzikav/brazil/am-fiocruz-z03/2015","asian","epi_isl_18003041",2015-12-15,"south america / brazil / amazonas / manaus","human","original","serum",NA,"unknown",NA, 9421,"stretches of nnns (13.81% of overall sequence). partial ns5 gene sequence is reported.","warn",2018-11-26,"amazonas",1077,2015,12,2015,  50,   3,2015,50,201550,"Zika"
"114","hzikav/brazil/am-fiocruz-68/2016","asian","epi_isl_18003043",2016-02-01,"south america / brazil / amazonas / manaus","human","original","serum",NA,"unknown",NA, 9421,"long stretches of nnns (43.65% of overall sequence). ns2b without blast coverage. partial ns5 gene sequence is reported.","alert",2018-11-26,"amazonas",1029,2016, 2,2016,   5,   2,2016, 5,201605,"Zika"
"115","hzikav/brazil/go-fiocruz-14/2016","asian","epi_isl_18003044",2016-04-29,"south america / brazil / goias / jatai","human","original","other: blood",NA,"unknown",NA,10387,NA,NA,2021-11-09,"goias",2020,2016, 4,2016,  17,   6,2016,17,201617,"Zika"
"116","hzikav/brazil/un-usp-z001/2016","asian","epi_isl_18003269",2016-05-10,"south america / brazil","human","original","semen",NA,"illumina","bowtie2 v. v.2.3.4",10639,NA,NA,2020-10-16,NA,1620,2016, 5,2016,  19,   3,2016,19,201619,"Zika"
"117","hzikav/brazil/un-usp-z002/2016","asian","epi_isl_18003270",2016-06-16,"south america / brazil","human","original","semen",NA,"illumina","bowtie2 v. v.2.3.4",10651,NA,NA,2020-10-16,NA,1583,2016, 6,2016,  24,   5,2016,24,201624,"Zika"
"118","hzikav/brazil/un-usp-z003/2016","asian","epi_isl_18003271",2016-05-07,"south america / brazil","human","original","semen",NA,"illumina","bowtie2 v. v.2.3.4",10648,"2k without blast coverage.","warn",2020-10-16,NA,1623,2016, 5,2016,  18,   7,2016,18,201618,"Zika"
"119","hzikav/brazil/un-usp-z005/2016","asian","epi_isl_18003273",2016-04-26,"south america / brazil","human","original","semen",NA,"illumina","bowtie2 v. v.2.3.4",10639,NA,NA,2020-10-16,NA,1634,2016, 4,2016,  17,   3,2016,17,201617,"Zika"
"120","hzikav/brazil/un-iec-brz01/2015","asian","epi_isl_18003685",2015-09-01,"south america / brazil","human","original",NA,NA,"unknown",NA, 2809,"ns4a without blast coverage. prm without blast coverage. ns4b without blast coverage. 2k without blast coverage. c without blast coverage. ns5 without blast coverage. partial e gene sequence is reported. partial ns3 gene sequence is reported.","warn",2016-05-03,NA, 245,2015, 9,2015,  35,   3,2015,35,201535,"Zika"
"121","hzikav/brazil/un-funed-1377/2016","asian","epi_isl_18003693",2016-03-24,"south america / brazil","human","original","other: post mortem tissue",NA,"oxford nanopore technologies","porechop v. 2019", 9702,"stretches of nnns (23.03% of overall sequence). gap of 12 nucleotides when compared to the reference sequence. c without blast coverage. partial prm gene sequence is reported.","warn",2020-05-06,NA,1504,2016, 3,2016,  12,   5,2016,12,201612,"Zika"
"122","hzikav/brazil/un-funed-2032/2016","asian","epi_isl_18003694",2016-04-11,"south america / brazil","human","original","serum",NA,"oxford nanopore technologies","porechop v. 2019",10092,"gap of 12 nucleotides when compared to the reference sequence. partial c gene sequence is reported.","info",2020-05-06,NA,1486,2016, 4,2016,  15,   2,2016,15,201615,"Zika"
"123","hzikav/brazil/un-funed-1524/2016","asian","epi_isl_18003695",2016-04-05,"south america / brazil","human","original","serum",NA,"oxford nanopore technologies","porechop v. 2019",10370,"stretches of nnns (23.69% of overall sequence). gap of 13 nucleotides when compared to the reference sequence.","warn",2020-05-06,NA,1492,2016, 4,2016,  14,   3,2016,14,201614,"Zika"
"124","hzikav/brazil/un-funed-1295/2016","asian","epi_isl_18003696",2016-03-21,"south america / brazil","human","original","serum",NA,"oxford nanopore technologies","porechop v. 2019", 9749,"stretches of nnns (11.68% of overall sequence). gap of 12 nucleotides when compared to the reference sequence. c without blast coverage. partial prm gene sequence is reported.","warn",2020-05-06,NA,1507,2016, 3,2016,  12,   2,2016,12,201612,"Zika"
"125","hzikav/brazil/un-funed-1820/2016","asian","epi_isl_18003697",2016-04-06,"south america / brazil","human","original","serum",NA,"oxford nanopore technologies","porechop v. 2019",10627,"long stretches of nnns (38.62% of overall sequence). gap of 13 nucleotides when compared to the reference sequence.","alert",2020-05-06,NA,1491,2016, 4,2016,  14,   4,2016,14,201614,"Zika"
"126","hzikav/brazil/un-funed-1008/2016","asian","epi_isl_18003698",2016-03-18,"south america / brazil","human","original","serum",NA,"oxford nanopore technologies","porechop v. 2019",10625,"long stretches of nnns (31.87% of overall sequence). gap of 13 nucleotides when compared to the reference sequence.","alert",2020-05-06,NA,1510,2016, 3,2016,  11,   6,2016,11,201611,"Zika"
"127","hzikav/brazil/un-funed-1609/2016","asian","epi_isl_18003699",2016-04-06,"south america / brazil","human","original","serum",NA,"oxford nanopore technologies","porechop v. 2019",10627,"stretches of nnns (14.52% of overall sequence). gap of 13 nucleotides when compared to the reference sequence.","warn",2020-05-06,NA,1491,2016, 4,2016,  14,   4,2016,14,201614,"Zika"
"128","hzikav/brazil/un-funed-1685/2016","asian","epi_isl_18003700",2016-04-12,"south america / brazil","human","original","serum",NA,"oxford nanopore technologies","porechop v. 2019",10627,"stretches of nnns (11.24% of overall sequence). gap of 13 nucleotides when compared to the reference sequence.","warn",2020-05-06,NA,1485,2016, 4,2016,  15,   3,2016,15,201615,"Zika"
"129","hzikav/brazil/un-funed-1860/2016","asian","epi_isl_18003701",2016-04-14,"south america / brazil","human","original","serum",NA,"oxford nanopore technologies","porechop v. 2019",10627,"long stretches of nnns (26.84% of overall sequence). gap of 13 nucleotides when compared to the reference sequence.","alert",2020-05-06,NA,1483,2016, 4,2016,  15,   5,2016,15,201615,"Zika"
"130","hzikav/brazil/un-funed-2012/2016","asian","epi_isl_18003702",2016-04-20,"south america / brazil","human","original","serum",NA,"oxford nanopore technologies","porechop v. 2019",10627,"stretches of nnns (19.00% of overall sequence). gap of 13 nucleotides when compared to the reference sequence.","warn",2020-05-06,NA,1477,2016, 4,2016,  16,   4,2016,16,201616,"Zika"
"131","hzikav/brazil/un-fiocruz-16288/2016","asian","epi_isl_18003794",2016-02-01,"south america / brazil","human","original",NA,NA,"sanger","phred/phrap/consed v. 19",10807,NA,NA,2017-05-09,NA, 463,2016, 2,2016,   5,   2,2016, 5,201605,"Zika"
"132","hzikav/brazil/un-fiocruz-15261/2015","asian","epi_isl_18003795",2015-06-01,"south america / brazil","human","original","serum",NA,"illumina","clc genomic workbench v. 9",10807,NA,NA,2017-05-09,NA, 708,2015, 6,2015,  22,   2,2015,22,201522,"Zika"
"133","hzikav/brazil/un-ufrj-2433/2017","asian","epi_isl_18003820",2017-06-29,"south america / brazil","human","original",NA,NA,"illumina","bowtie2 v. 2",10269,NA,NA,2020-02-18,NA, 964,2017, 6,2017,  26,   5,2017,26,201726,"Zika"
"134","hzikav/brazil/un-fiocruz-ssabr1/2015","asian","epi_isl_18003899",2015-07-01,"south america / brazil","human","original","serum",NA,"iontorrent","mira v. v. 4.0; geneious v. v. 7",10648,"gap of 1 nucleotides when compared to the reference sequence.","info",2016-02-11,NA, 225,2015, 7,2015,  26,   4,2015,26,201526,"Zika"
"135","hzikav/brazil/un-unesp-21/2016","asian","epi_isl_18003900",2016-02-29,"south america / brazil","human","original",NA,NA,"sanger","dnastar lasergene seqman pro v. 7.1.0 (44.1)",10662,"gap of 1 nucleotides when compared to the reference sequence.","info",2017-01-11,NA, 317,2016, 2,2016,   9,   2,2016, 9,201609,"Zika"
"136","hzikav/brazil/un-unesp-61/2016","asian","epi_isl_18003901",2016-04-05,"south america / brazil","human","original",NA,NA,"sanger","dnastar lasergene seqman pro v. 7.1.0 (44.1)",10662,NA,NA,2017-01-11,NA, 281,2016, 4,2016,  14,   3,2016,14,201614,"Zika"
"137","hzikav/brazil/un-unesp-1840/2016","asian","epi_isl_18003902",2016-01-11,"south america / brazil","human","original",NA,NA,"sanger","dnastar lasergene seqman pro v. 7.1.0 (44.1)",10623,NA,NA,2017-01-11,NA, 366,2016, 1,2016,   2,   2,2016, 2,201602,"Zika"
"138","zikav/monkey/brazil/un-famerp-19/2017","asian","epi_isl_18003903",2017-03-03,"south america / brazil","other: callithrix sp.","original",NA,NA,"illumina","geneious v. r8",10210,NA,NA,2018-01-09,NA, 312,2017, 3,2017,   9,   6,2017, 9,201709,"Zika"
"139","zikav/monkey/brazil/un-famerp-18/2017","asian","epi_isl_18003904",2017-03-03,"south america / brazil","other: callithrix sp.","original",NA,NA,"illumina","geneious v. r8", 9956,"stretches of nnns (16.89% of overall sequence). partial c gene sequence is reported.","warn",2018-01-09,NA, 312,2017, 3,2017,   9,   6,2017, 9,201709,"Zika"
"140","zikav/monkey/brazil/un-famerp-17/2017","asian","epi_isl_18003905",2017-03-03,"south america / brazil","other: callithrix sp.","original",NA,NA,"illumina","geneious v. r8",10269,NA,NA,2018-01-09,NA, 312,2017, 3,2017,   9,   6,2017, 9,201709,"Zika"
"141","zikav/monkey/brazil/un-famerp-05/2017","asian","epi_isl_18003906",2017-01-26,"south america / brazil","other: callithrix sp.","original",NA,NA,"illumina","geneious v. r8",10131,"stretches of nnns (6.92% of overall sequence).","warn",2018-01-09,NA, 348,2017, 1,2017,   4,   5,2017, 4,201704,"Zika"
"142","hzikav/brazil/rj-broad-6706/2016","asian","epi_isl_18004069",2016-04-08,"south america / brazil / rio de janeiro","human","original","serum",NA,"illumina; swift lc","github.com/broadinstitute/viral-ngs v. v1.13.3-72-gacf2b69-dirty",10366,NA,NA,2017-03-20,"rio de janeiro", 346,2016, 4,2016,  14,   6,2016,14,201614,"Zika"
"143","hzikav/brazil/rj-broad-dq5d1/2016","asian","epi_isl_18004074",2016-03-14,"south america / brazil / rio de janeiro","human","original","urine",NA,"illumina; swift lc","github.com/broadinstitute/viral-ngs v. v1.13.3-72-gacf2b69-dirty",10366,"stretches of nnns (11.19% of overall sequence).","warn",2017-03-20,"rio de janeiro", 371,2016, 3,2016,  11,   2,2016,11,201611,"Zika"
"144","hzikav/brazil/rj-broad-6703/2016","asian","epi_isl_18004077",2016-04-08,"south america / brazil / rio de janeiro","human","original","serum",NA,"illumina; swift lc","github.com/broadinstitute/viral-ngs v. v1.13.3-72-gacf2b69-dirty",10343,"long stretches of nnns (36.13% of overall sequence).","alert",2017-03-20,"rio de janeiro", 346,2016, 4,2016,  14,   6,2016,14,201614,"Zika"
"145","hzikav/brazil/rj-broad-dq116d1/2016","asian","epi_isl_18004078",2016-04-14,"south america / brazil / rio de janeiro","human","original","plasma",NA,"illumina; swift lc","github.com/broadinstitute/viral-ngs v. v1.13.3-72-gacf2b69-dirty",10455,NA,NA,2017-03-20,"rio de janeiro", 340,2016, 4,2016,  15,   5,2016,15,201615,"Zika"
"146","hzikav/brazil/rj-broad-5790/2016","asian","epi_isl_18004084",2016-03-22,"south america / brazil / rio de janeiro","human","original","serum",NA,"illumina; swift lc","github.com/broadinstitute/viral-ngs v. v1.13.3-72-gacf2b69-dirty",10034,"long stretches of nnns (30.28% of overall sequence). 2k without blast coverage. ns4a without blast coverage. partial c gene sequence is reported.","alert",2017-03-20,"rio de janeiro", 363,2016, 3,2016,  12,   3,2016,12,201612,"Zika"
"147","hzikav/brazil/rj-broad-6863/2016","asian","epi_isl_18004088",2016-04-12,"south america / brazil / rio de janeiro","human","original","serum",NA,"illumina; swift lc","github.com/broadinstitute/viral-ngs v. v1.13.3-72-gacf2b69-dirty",10455,NA,NA,2017-03-20,"rio de janeiro", 342,2016, 4,2016,  15,   3,2016,15,201615,"Zika"
"148","hzikav/brazil/rj-broad-dq60d1/2016","asian","epi_isl_18004101",2016-03-30,"south america / brazil / rio de janeiro","human","original","plasma",NA,"illumina; swift lc","github.com/broadinstitute/viral-ngs v. v1.13.3-72-gacf2b69-dirty",10364,NA,NA,2017-03-20,"rio de janeiro", 355,2016, 3,2016,  13,   4,2016,13,201613,"Zika"
"149","hzikav/brazil/rj-broad-6418/2016","asian","epi_isl_18004102",2016-03-27,"south america / brazil / rio de janeiro","human","original","serum",NA,"illumina; swift lc","github.com/broadinstitute/viral-ngs v. v1.13.3-72-gacf2b69-dirty",10363,NA,NA,2017-03-20,"rio de janeiro", 358,2016, 3,2016,  13,   1,2016,13,201613,"Zika"
"150","hzikav/brazil/rj-broad-dq42d1/2016","asian","epi_isl_18004104",2016-03-23,"south america / brazil / rio de janeiro","human","original","urine",NA,"illumina; swift lc","github.com/broadinstitute/viral-ngs v. v1.13.3-69-g60e95dc",10751,NA,NA,2016-10-20,"rio de janeiro", 211,2016, 3,2016,  12,   4,2016,12,201612,"Zika"
"151","hzikav/brazil/rj-broad-dq62d2/2016","asian","epi_isl_18004114",2016-04-06,"south america / brazil / rio de janeiro","human","original","urine",NA,"illumina; swift lc","github.com/broadinstitute/viral-ngs v. v1.13.3-72-gacf2b69-dirty",10732,NA,NA,2017-03-20,"rio de janeiro", 348,2016, 4,2016,  14,   4,2016,14,201614,"Zika"
"152","hzikav/brazil/rj-broad-dq75d1/2016","asian","epi_isl_18004117",2016-04-04,"south america / brazil / rio de janeiro","human","original","urine",NA,"illumina; swift lc","github.com/broadinstitute/viral-ngs v. v1.13.3-72-gacf2b69-dirty",10365,NA,NA,2017-03-20,"rio de janeiro", 350,2016, 4,2016,  14,   2,2016,14,201614,"Zika"
"153","hzikav/brazil/rj-broad-dq58d1/2016","asian","epi_isl_18004118",2016-03-30,"south america / brazil / rio de janeiro","human","original","plasma",NA,"illumina; swift lc","github.com/broadinstitute/viral-ngs v. v1.13.3-72-gacf2b69-dirty",10367,NA,NA,2017-03-20,"rio de janeiro", 355,2016, 3,2016,  13,   4,2016,13,201613,"Zika"
"154","hzikav/brazil/rj-broad-dq122d1/2016","asian","epi_isl_18004119",2016-04-15,"south america / brazil / rio de janeiro","human","original","plasma",NA,"illumina; swift lc","github.com/broadinstitute/viral-ngs v. v1.13.3-72-gacf2b69-dirty",10455,"stretches of nnns (5.10% of overall sequence).","warn",2017-03-20,"rio de janeiro", 339,2016, 4,2016,  15,   6,2016,15,201615,"Zika"
"155","hzikav/brazil/rj-broad-dq28d1/2016","asian","epi_isl_18004126",2016-03-21,"south america / brazil / rio de janeiro","human","original","urine",NA,"illumina; swift lc","github.com/broadinstitute/viral-ngs v. v1.13.3-69-g60e95dc",10752,NA,NA,2016-10-20,"rio de janeiro", 213,2016, 3,2016,  12,   2,2016,12,201612,"Zika"
"156","hzikav/brazil/rj-broad-dq131d1/2016","asian","epi_isl_18004127",2016-04-18,"south america / brazil / rio de janeiro","human","original","urine",NA,"illumina; swift lc","github.com/broadinstitute/viral-ngs v. v1.13.3-69-g60e95dc",10788,NA,NA,2016-10-20,"rio de janeiro", 185,2016, 4,2016,  16,   2,2016,16,201616,"Zika"
"157","hzikav/brazil/rj-broad-6696/2016","asian","epi_isl_18004131",2016-04-05,"south america / brazil / rio de janeiro","human","original","serum",NA,"illumina; swift lc","github.com/broadinstitute/viral-ngs v. v1.13.3-69-g60e95dc",10366,"stretches of nnns (10.53% of overall sequence).","warn",2016-10-20,"rio de janeiro", 198,2016, 4,2016,  14,   3,2016,14,201614,"Zika"
"158","hzikav/brazil/rj-broad-dq47d1/2016","asian","epi_isl_18004135",2016-03-28,"south america / brazil / rio de janeiro","human","original","plasma",NA,"illumina; swift lc","github.com/broadinstitute/viral-ngs v. v1.13.3-69-g60e95dc",10454,NA,NA,2016-10-20,"rio de janeiro", 206,2016, 3,2016,  13,   2,2016,13,201613,"Zika"
"159","hzikav/brazil/rj-broad-5905/2016","asian","epi_isl_18004136",2016-03-23,"south america / brazil / rio de janeiro","human","original","serum",NA,"illumina; swift lc","github.com/broadinstitute/viral-ngs v. v1.13.3-69-g60e95dc",10365,"long stretches of nnns (27.96% of overall sequence). 2k without blast coverage. ns4a without blast coverage. prm without blast coverage.","alert",2016-10-20,"rio de janeiro", 211,2016, 3,2016,  12,   4,2016,12,201612,"Zika"
"160","hzikav/brazil/rj-broad-dq49d1/2016","asian","epi_isl_18004137",2016-03-28,"south america / brazil / rio de janeiro","human","original","plasma",NA,"illumina; swift lc","github.com/broadinstitute/viral-ngs v. v1.13.3-69-g60e95dc",10455,NA,NA,2016-10-20,"rio de janeiro", 206,2016, 3,2016,  13,   2,2016,13,201613,"Zika"
"161","hzikav/brazil/rj-broad-dq107d1/2016","asian","epi_isl_18004143",2016-04-13,"south america / brazil / rio de janeiro","human","original","urine",NA,"illumina; swift lc","github.com/broadinstitute/viral-ngs v. v1.13.3-69-g60e95dc",10361,NA,NA,2016-10-20,"rio de janeiro", 190,2016, 4,2016,  15,   4,2016,15,201615,"Zika"
"162","hzikav/brazil/rj-broad-dq192d1/2016","asian","epi_isl_18004147",2016-05-10,"south america / brazil / rio de janeiro","human","original","urine",NA,"illumina; swift lc","github.com/broadinstitute/viral-ngs v. v1.13.3-72-gacf2b69-dirty", 7940,"long stretches of nnns (36.26% of overall sequence). partial c gene sequence is reported. partial ns5 gene sequence is reported.","alert",2017-03-20,"rio de janeiro", 314,2016, 5,2016,  19,   3,2016,19,201619,"Zika"
"163","hzikav/brazil/rj-broad-dq68d1/2016","asian","epi_isl_18004157",2016-04-01,"south america / brazil / rio de janeiro","human","original","urine",NA,"illumina; swift lc","github.com/broadinstitute/viral-ngs v. v1.13.3-72-gacf2b69-dirty", 6697,"long stretches of nnns (45.81% of overall sequence). ns2b without blast coverage. ns5 without blast coverage. partial c gene sequence is reported. partial ns4b gene sequence is reported.","alert",2017-03-20,"rio de janeiro", 353,2016, 4,2016,  13,   6,2016,13,201613,"Zika"
"164","hzikav/brazil/rj-broad-dq62d1/2016","asian","epi_isl_18004169",2016-03-30,"south america / brazil / rio de janeiro","human","original","plasma",NA,"illumina; swift lc","github.com/broadinstitute/viral-ngs v. v1.13.3-72-gacf2b69-dirty",10123,"partial c gene sequence is reported.",NA,2017-03-20,"rio de janeiro", 355,2016, 3,2016,  13,   4,2016,13,201613,"Zika"
"165","hzikav/brazil/rj-broad-6864/2016","asian","epi_isl_18004173",2016-04-12,"south america / brazil / rio de janeiro","human","original","urine",NA,"illumina; swift lc","github.com/broadinstitute/viral-ngs v. v1.13.3-69-g60e95dc",10602,NA,NA,2016-10-20,"rio de janeiro", 191,2016, 4,2016,  15,   3,2016,15,201615,"Zika"
"166","hzikav/brazil/un-ufrj-9/2015","asian","epi_isl_18004315",2015-12-01,"south america / brazil","human","original",NA,NA,"illumina","spades v. 3.7; cap3 v. 1.0",10864,NA,NA,2016-05-05,NA, 156,2015,12,2015,  48,   3,2015,48,201548,"Zika"
"167","hzikav/brazil/un-ufrj-00001/2016","asian","epi_isl_18004316",2016-03-01,"south america / brazil","human","original",NA,NA,"illumina","spades v. 3.8",10626,NA,NA,2016-09-09,NA, 192,2016, 3,2016,   9,   3,2016, 9,201609,"Zika"
"168","hzikav/brazil/un-ufrj-00002/2015","asian","epi_isl_18004317",2015-11-30,"south america / brazil","human","original","other: anminiotic liquid",NA,"illumina","spades v. 3.6",10793,NA,NA,2016-01-06,NA,  37,2015,11,2015,  48,   2,2015,48,201548,"Zika"
"169","zikav/mosquito/brazil/un-ufba-001/2017","asian","epi_isl_18004389",2017-11-11,"south america / brazil","aedes albopictus","original",NA,NA,"iontorrent","spades v. 3.12",10738,NA,NA,2019-06-25,NA, 591,2017,11,2017,  45,   7,2017,45,201745,"Zika"
"170","hzikav/brazil/mt-ufmt-h355/2015","asian","epi_isl_18004395",2015-12-09,"south america / brazil / mato grosso / sinop","human","original","plasma",NA,"unknown",NA,10640,NA,NA,2018-06-21,"mato grosso", 925,2015,12,2015,  49,   4,2015,49,201549,"Zika"
"171","hzikav/brazil/mt-ufmt-h366/2015","asian","epi_isl_18004396",2015-12-11,"south america / brazil / mato grosso / sinop","human","c6/36","plasma",NA,"unknown",NA,10658,NA,NA,2018-06-21,"mato grosso", 923,2015,12,2015,  49,   6,2015,49,201549,"Zika"
"172","hzikav/brazil/mt-ufmt-h367/2015","asian","epi_isl_18004397",2015-12-11,"south america / brazil / mato grosso / sinop","human","original","plasma",NA,"unknown",NA,10658,NA,NA,2018-06-21,"mato grosso", 923,2015,12,2015,  49,   6,2015,49,201549,"Zika"
"173","hzikav/brazil/to-ox-128/2016","asian","epi_isl_18004398",2016-03-13,"south america / brazil / tocantins / palmas","human","original",NA,NA,"oxford nanopore technologies","bwa/nanopolish v. 0.5", 9673,"stretches of nnns (10.58% of overall sequence).","warn",2017-02-01,"tocantins", 325,2016, 3,2016,  11,   1,2016,11,201611,"Zika"
